YEAR,FIPS,PLACE,GEO_ID,NAME,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M,B25072_001E,B25072_001M,B25072_002E,B25072_002M,B25072_003E,B25072_003M,B25072_004E,B25072_004M,B25072_005E,B25072_005M,B25072_006E,B25072_006M,B25072_007E,B25072_007M,B25072_008E,B25072_008M,B25072_009E,B25072_009M,B25072_010E,B25072_010M,B25072_011E,B25072_011M,B25072_012E,B25072_012M,B25072_013E,B25072_013M,B25072_014E,B25072_014M,B25072_015E,B25072_015M,B25072_016E,B25072_016M,B25072_017E,B25072_017M,B25072_018E,B25072_018M,B25072_019E,B25072_019M,B25072_020E,B25072_020M,B25072_021E,B25072_021M,B25072_022E,B25072_022M,B25072_023E,B25072_023M,B25072_024E,B25072_024M,B25072_025E,B25072_025M,B25072_026E,B25072_026M,B25072_027E,B25072_027M,B25072_028E,B25072_028M,B25072_029E,B25072_029M
2023,600212,Acton,6037910213,Census Tract 9102.13,83,96,53,84,0,14,0,14,0,14,25,42,0,14,0,14,0,14,5,8,0,14,83,96,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,83,96,53,84,0,14,25,42,0,14,5,8,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
2023,600212,Acton,6037910804,Census Tract 9108.04,73,65,0,14,19,29,0,14,0,14,0,14,0,14,36,58,0,14,18,25,0,14,73,65,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,54,61,0,14,0,14,0,14,0,14,54,61,0,14,19,29,19,29,0,14,0,14,0,14,0,14,0,14
2023,600212,Acton,6037910814,Census Tract 9108.14,81,54,0,14,15,19,0,14,24,38,0,14,0,14,0,14,0,14,31,31,11,18,81,54,6,10,0,14,0,14,0,14,0,14,6,10,0,14,24,38,0,14,24,38,0,14,0,14,0,14,0,14,51,39,15,19,0,14,0,14,0,14,25,29,11,18,0,14,0,14,0,14,0,14,0,14,0,14,0,14
2023,600212,Acton,6037910815,Census Tract 9108.15,160,96,0,19,6,10,41,55,8,13,0,19,0,19,12,20,0,19,6,10,87,80,160,96,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,125,82,12,14,8,13,0,19,0,19,18,22,87,80,35,55,35,55,0,19,0,19,0,19,0,19,0,19
2023,600394,Agoura Hills,6037800324,Census Tract 8003.24,282,132,15,24,26,31,52,62,15,25,0,19,0,19,29,34,0,19,118,89,27,32,282,132,0,19,0,19,0,19,0,19,0,19,0,19,0,19,15,25,0,19,15,25,0,19,0,19,0,19,0,19,267,131,93,77,0,19,0,19,0,19,147,97,27,32,0,19,0,19,0,19,0,19,0,19,0,19,0,19
2023,600394,Agoura Hills,6037800328,Census Tract 8003.28,74,34,0,14,24,25,7,12,0,14,0,14,0,14,0,14,0,14,35,29,8,10,74,34,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,69,34,31,24,0,14,0,14,0,14,35,29,3,7,5,7,0,14,0,14,0,14,0,14,0,14,5,7
2023,600394,Agoura Hills,6037800333,Census Tract 8003.33,647,136,32,25,56,51,55,43,29,35,156,108,0,14,25,20,26,33,209,96,59,51,647,136,7,12,7,12,0,14,0,14,0,14,0,14,0,14,105,68,35,36,0,14,38,61,0,14,32,30,0,14,437,128,85,60,12,21,118,91,0,14,163,87,59,51,98,68,16,18,17,28,0,14,0,14,65,60,0,14
2023,600394,Agoura Hills,6037800334,Census Tract 8003.34,164,83,0,14,5,10,0,14,42,47,0,14,44,58,0,14,17,27,56,66,0,14,164,83,0,14,0,14,0,14,0,14,0,14,0,14,0,14,56,66,0,14,0,14,0,14,0,14,56,66,0,14,91,66,5,10,42,47,0,14,44,58,0,14,0,14,17,27,0,14,0,14,0,14,0,14,17,27,0,14
2023,600394,Agoura Hills,6037800335,Census Tract 8003.35,257,100,10,16,25,29,36,43,11,18,16,26,0,14,0,14,23,28,57,56,79,61,257,100,8,13,0,14,0,14,0,14,0,14,8,13,0,14,36,43,22,34,0,14,0,14,0,14,14,25,0,14,164,84,49,40,11,18,0,14,0,14,46,47,58,54,49,39,0,14,0,14,16,26,0,14,12,19,21,25
2023,600394,Agoura Hills,6037800336,Census Tract 8003.36,91,68,37,55,19,22,11,19,12,19,0,14,0,14,0,14,0,14,12,18,0,14,91,68,0,14,0,14,0,14,0,14,0,14,0,14,0,14,21,25,9,16,12,19,0,14,0,14,0,14,0,14,60,62,48,58,0,14,0,14,0,14,12,18,0,14,10,15,10,15,0,14,0,14,0,14,0,14,0,14
2023,600394,Agoura Hills,6037800338,Census Tract 8003.38,261,154,0,19,55,80,21,30,0,19,99,123,0,19,18,28,25,40,43,44,0,19,261,154,0,19,0,19,0,19,0,19,0,19,0,19,0,19,47,48,0,19,0,19,0,19,0,19,47,48,0,19,112,86,76,74,0,19,0,19,0,19,36,38,0,19,102,123,0,19,0,19,99,123,0,19,3,5,0,19
2023,600450,Agua Dulce,6037910808,Census Tract 9108.08,38,32,0,14,10,16,0,14,0,14,8,12,8,14,12,19,0,14,0,14,0,14,38,32,0,14,0,14,0,14,0,14,0,14,0,14,0,14,12,19,0,14,0,14,0,14,0,14,12,19,0,14,26,24,10,16,0,14,8,12,8,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
2023,600450,Agua Dulce,6037910810,Census Tract 9108.10,63,53,0,14,10,15,0,14,0,14,0,14,0,14,0,14,0,14,53,54,0,14,63,53,0,14,0,14,0,14,0,14,0,14,0,14,0,14,16,21,0,14,0,14,0,14,0,14,16,21,0,14,13,16,10,15,0,14,0,14,0,14,3,5,0,14,34,50,0,14,0,14,0,14,0,14,34,50,0,14
2023,600450,Agua Dulce,6037910814,Census Tract 9108.14,81,54,0,14,15,19,0,14,24,38,0,14,0,14,0,14,0,14,31,31,11,18,81,54,6,10,0,14,0,14,0,14,0,14,6,10,0,14,24,38,0,14,24,38,0,14,0,14,0,14,0,14,51,39,15,19,0,14,0,14,0,14,25,29,11,18,0,14,0,14,0,14,0,14,0,14,0,14,0,14
2023,600884,Alhambra,6037480302,Census Tract 4803.02,925,157,35,41,43,30,200,102,72,50,143,80,51,45,52,52,76,55,205,79,48,33,925,157,11,16,0,14,0,14,0,14,0,14,11,16,0,14,197,87,42,42,38,43,42,37,23,37,43,44,9,13,451,145,228,98,23,23,69,61,11,18,111,68,9,15,266,95,8,13,11,19,32,22,17,20,168,87,30,26
2023,600884,Alhambra,6037480303,Census Tract 4803.03,1291,136,11,14,177,87,81,39,279,100,166,110,92,74,107,58,58,43,258,98,62,47,1291,136,83,59,0,14,45,52,0,14,0,14,38,36,0,14,372,126,126,80,41,51,9,13,37,59,123,75,36,39,722,176,140,60,188,101,157,109,29,27,196,90,12,17,114,71,3,5,5,9,0,14,26,35,66,54,14,21
2023,600884,Alhambra,6037480304,Census Tract 4803.04,1365,161,30,27,123,68,79,61,291,128,119,59,148,83,36,29,216,110,300,98,23,25,1365,161,31,43,25,42,0,14,0,14,0,14,6,9,0,14,225,77,15,17,56,33,27,25,40,43,87,50,0,14,723,182,158,82,160,114,77,52,37,25,277,101,14,21,386,107,34,34,75,64,15,18,71,65,182,72,9,14
2023,600884,Alhambra,6037480400,Census Tract 4804,1270,219,16,30,82,69,144,116,218,145,15,23,258,140,0,19,193,126,344,144,0,19,1270,219,115,78,11,18,25,41,0,19,38,57,41,49,0,19,323,142,100,82,78,84,6,13,65,68,74,98,0,19,679,208,116,96,115,107,9,17,124,121,315,145,0,19,153,92,15,25,0,19,0,19,31,37,107,83,0,19
2023,600884,Alhambra,6037480802,Census Tract 4808.02,283,113,0,14,0,14,44,46,17,20,36,42,11,19,18,21,12,18,125,94,20,22,283,113,0,14,0,14,0,14,0,14,0,14,0,14,0,14,29,27,10,14,0,14,0,14,11,19,8,13,0,14,139,69,34,43,8,13,36,42,0,14,61,54,0,14,115,84,0,14,9,15,0,14,0,14,86,83,20,22
2023,600884,Alhambra,6037480803,Census Tract 4808.03,400,107,0,14,44,67,31,26,41,33,51,47,42,32,33,27,9,15,149,85,0,14,400,107,8,13,0,14,0,14,0,14,8,13,0,14,0,14,70,53,0,14,12,19,0,14,11,19,47,47,0,14,226,94,66,71,29,28,21,18,23,23,87,67,0,14,96,53,9,14,0,14,30,44,0,14,57,38,0,14
2023,600884,Alhambra,6037480804,Census Tract 4808.04,1294,191,57,58,181,134,94,68,162,79,190,72,107,81,65,55,120,61,283,103,35,39,1294,191,13,16,0,14,6,11,0,14,7,11,0,14,0,14,283,123,55,48,80,58,48,55,57,69,43,41,0,14,802,174,237,130,69,56,127,53,43,41,301,108,25,34,196,70,40,43,7,12,15,19,0,14,124,66,10,19
2023,600884,Alhambra,6037480901,Census Tract 4809.01,1249,201,56,57,42,42,126,72,157,99,116,92,21,28,81,77,185,103,342,140,123,94,1249,201,132,91,0,14,0,14,0,14,0,14,132,91,0,14,283,111,105,68,46,47,9,14,0,14,98,78,25,42,677,183,109,68,111,86,48,51,21,28,290,121,98,82,157,106,10,15,0,14,59,76,0,14,88,80,0,14
2023,600884,Alhambra,6037480902,Census Tract 4809.02,1078,214,5,8,36,32,161,94,86,62,53,51,78,66,71,61,76,57,373,227,139,80,1078,214,28,33,0,14,0,14,0,14,0,14,9,15,19,29,295,97,60,46,45,51,42,47,59,52,83,52,6,10,602,228,134,89,30,27,11,16,19,32,348,223,60,50,153,91,8,11,11,14,0,14,0,14,80,62,54,56
2023,600884,Alhambra,6037480903,Census Tract 4809.03,589,186,7,11,130,155,101,63,27,30,25,26,14,23,34,36,14,18,203,97,34,33,589,186,0,14,0,14,0,14,0,14,0,14,0,14,0,14,202,167,174,165,0,14,0,14,0,14,28,34,0,14,293,109,64,50,27,30,13,20,14,23,151,91,24,29,94,47,0,14,0,14,12,19,0,14,72,42,10,15
2023,600884,Alhambra,6037481001,Census Tract 4810.01,1118,200,60,91,39,29,86,53,77,74,110,70,179,134,154,102,78,48,259,88,76,56,1118,200,36,28,24,27,0,14,0,14,0,14,12,18,0,14,92,57,9,14,0,14,0,14,0,14,67,50,16,20,709,185,146,103,69,73,70,58,172,132,225,114,27,43,281,84,6,9,8,13,40,36,7,10,187,65,33,36
2023,600884,Alhambra,6037481002,Census Tract 4810.02,1459,225,44,46,85,62,225,142,142,119,136,107,186,130,216,128,83,82,272,136,70,55,1459,225,0,19,0,19,0,19,0,19,0,19,0,19,0,19,570,147,160,89,39,42,69,93,62,60,223,104,17,30,653,175,96,71,90,111,23,37,124,112,280,139,40,41,236,124,98,102,13,22,44,41,0,19,68,67,13,20
