YEAR,FIPS,PLACE,GEO_ID,NAME,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M,B25072_001E,B25072_001M,B25072_002E,B25072_002M,B25072_003E,B25072_003M,B25072_004E,B25072_004M,B25072_005E,B25072_005M,B25072_006E,B25072_006M,B25072_007E,B25072_007M,B25072_008E,B25072_008M,B25072_009E,B25072_009M,B25072_010E,B25072_010M,B25072_011E,B25072_011M,B25072_012E,B25072_012M,B25072_013E,B25072_013M,B25072_014E,B25072_014M,B25072_015E,B25072_015M,B25072_016E,B25072_016M,B25072_017E,B25072_017M,B25072_018E,B25072_018M,B25072_019E,B25072_019M,B25072_020E,B25072_020M,B25072_021E,B25072_021M,B25072_022E,B25072_022M,B25072_023E,B25072_023M,B25072_024E,B25072_024M,B25072_025E,B25072_025M,B25072_026E,B25072_026M,B25072_027E,B25072_027M,B25072_028E,B25072_028M,B25072_029E,B25072_029M
2011,600212,Acton,6037910205,Census Tract 9102.05,16,20,0,95,0,95,0,95,0,95,12,18,0,95,0,95,0,95,4,8,0,95,16,20,0,95,0,95,0,95,0,95,0,95,0,95,0,95,12,18,0,95,0,95,12,18,0,95,0,95,0,95,4,8,0,95,0,95,0,95,0,95,4,8,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95
2011,600212,Acton,6037910804,Census Tract 9108.04,122,77,0,95,0,95,10,17,11,17,0,95,34,53,26,34,11,18,30,48,0,95,122,77,0,95,0,95,0,95,0,95,0,95,0,95,0,95,36,36,10,17,0,95,0,95,0,95,26,34,0,95,86,73,0,95,11,17,0,95,34,53,41,51,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95
2011,600212,Acton,6037910805,Census Tract 9108.05,155,86,0,95,24,27,0,95,0,95,0,95,38,41,0,95,52,61,33,41,8,13,155,86,0,95,0,95,0,95,0,95,0,95,0,95,0,95,38,41,0,95,0,95,0,95,38,41,0,95,0,95,109,76,24,27,0,95,0,95,0,95,85,72,0,95,8,13,0,95,0,95,0,95,0,95,0,95,8,13
2011,600212,Acton,6037910812,Census Tract 9108.12,5,8,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,5,8,0,95,5,8,0,95,0,95,0,95,0,95,0,95,0,95,0,95,5,8,0,95,0,95,0,95,0,95,5,8,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95
2011,600212,Acton,6037910813,Census Tract 9108.13,109,88,0,95,0,95,10,16,0,95,0,95,10,17,75,81,0,95,14,21,0,95,109,88,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,109,88,10,16,0,95,0,95,10,17,89,82,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95
2011,600394,Agoura Hills,6037800324,Census Tract 8003.24,321,127,0,95,14,21,0,95,63,60,22,24,79,73,0,95,0,95,98,88,45,55,321,127,0,95,0,95,0,95,0,95,0,95,0,95,0,95,38,59,0,95,0,95,0,95,38,59,0,95,0,95,283,115,14,21,63,60,22,24,41,39,98,88,45,55,0,95,0,95,0,95,0,95,0,95,0,95,0,95
2011,600394,Agoura Hills,6037800326,Census Tract 8003.26,431,106,28,33,26,29,63,53,71,52,22,34,51,51,12,20,34,32,113,81,11,17,431,106,12,20,12,20,0,95,0,95,0,95,0,95,0,95,117,63,30,35,18,28,0,95,10,17,59,55,0,95,280,90,75,50,43,39,22,34,41,49,88,71,11,17,22,25,0,95,10,16,0,95,0,95,12,20,0,95
2011,600394,Agoura Hills,6037800327,Census Tract 8003.27,778,198,28,33,31,52,29,36,22,26,206,133,17,29,0,95,27,29,418,153,0,95,778,198,51,52,0,95,0,95,29,47,0,95,22,21,0,95,125,101,60,62,13,21,0,95,0,95,52,81,0,95,474,177,28,34,9,14,177,127,17,29,243,114,0,95,128,96,0,95,0,95,0,95,0,95,128,96,0,95
2011,600394,Agoura Hills,6037800328,Census Tract 8003.28,446,132,17,22,46,63,38,43,53,80,0,95,81,62,12,18,37,35,117,80,45,53,446,132,52,53,0,95,0,95,0,95,0,95,22,28,30,44,60,80,7,12,53,80,0,95,0,95,0,95,0,95,324,123,84,72,0,95,0,95,81,62,144,86,15,27,10,17,10,17,0,95,0,95,0,95,0,95,0,95
2011,600394,Agoura Hills,6037800329,Census Tract 8003.29,928,148,95,76,34,33,70,62,174,113,57,61,100,82,0,95,55,43,303,115,40,50,928,148,92,66,0,95,0,95,0,95,0,95,64,48,28,46,353,122,106,66,100,84,47,59,100,82,0,95,0,95,389,132,82,53,74,63,10,15,0,95,211,113,12,19,94,69,11,17,0,95,0,95,0,95,83,66,0,95
2011,600394,Agoura Hills,6037800332,Census Tract 8003.32,127,98,0,95,0,95,0,95,30,55,0,95,0,95,0,95,0,95,13,21,84,74,127,98,0,95,0,95,0,95,0,95,0,95,0,95,0,95,30,55,0,95,30,55,0,95,0,95,0,95,0,95,44,42,0,95,0,95,0,95,0,95,0,95,44,42,53,64,0,95,0,95,0,95,0,95,13,21,40,62
2011,600450,Agua Dulce,6037910804,Census Tract 9108.04,122,77,0,95,0,95,10,17,11,17,0,95,34,53,26,34,11,18,30,48,0,95,122,77,0,95,0,95,0,95,0,95,0,95,0,95,0,95,36,36,10,17,0,95,0,95,0,95,26,34,0,95,86,73,0,95,11,17,0,95,34,53,41,51,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95
2011,600450,Agua Dulce,6037910808,Census Tract 9108.08,84,64,8,13,0,95,0,95,0,95,29,42,11,18,0,95,0,95,29,32,7,11,84,64,0,95,0,95,0,95,0,95,0,95,0,95,0,95,18,20,0,95,0,95,0,95,11,18,0,95,7,11,66,56,8,13,0,95,29,42,0,95,29,32,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95
2011,600450,Agua Dulce,6037910810,Census Tract 9108.10,51,37,0,95,34,35,0,95,0,95,0,95,0,95,0,95,3,6,0,95,14,17,51,37,0,95,0,95,0,95,0,95,0,95,0,95,0,95,23,29,17,27,0,95,0,95,0,95,0,95,6,11,20,26,17,26,0,95,0,95,0,95,3,6,0,95,8,13,0,95,0,95,0,95,0,95,0,95,8,13
2011,600450,Agua Dulce,6037910813,Census Tract 9108.13,109,88,0,95,0,95,10,16,0,95,0,95,10,17,75,81,0,95,14,21,0,95,109,88,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,109,88,10,16,0,95,0,95,10,17,89,82,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95
2011,600884,Alhambra,6037480302,Census Tract 4803.02,1021,114,22,23,112,67,194,96,67,46,141,57,93,64,70,52,110,73,158,66,54,49,1021,114,49,37,11,14,0,95,19,29,0,95,19,22,0,95,287,91,173,79,9,14,34,32,35,36,36,43,0,95,410,100,100,59,42,38,24,19,22,22,196,86,26,28,275,69,44,47,16,18,64,34,36,44,87,49,28,42
2011,600884,Alhambra,6037480303,Census Tract 4803.03,1193,124,19,31,10,20,268,116,162,102,115,77,97,79,118,100,193,98,211,86,0,95,1193,124,50,35,10,15,0,95,0,95,0,95,40,30,0,95,319,106,81,61,37,35,26,33,33,31,142,93,0,95,790,149,206,110,125,90,85,68,64,75,310,121,0,95,34,44,0,95,0,95,4,10,0,95,30,43,0,95
2011,600884,Alhambra,6037480304,Census Tract 4803.04,1391,120,64,79,116,74,115,81,113,83,97,72,83,64,49,42,232,113,501,156,21,24,1391,120,79,59,0,95,0,95,0,95,0,95,79,59,0,95,364,134,149,98,33,41,26,41,28,43,128,97,0,95,729,161,108,83,80,71,38,39,45,41,447,147,11,17,219,91,38,44,0,95,33,41,10,16,128,77,10,17
2011,600884,Alhambra,6037480400,Census Tract 4804,1019,188,44,68,61,41,191,118,135,77,137,91,49,49,9,17,37,40,315,155,41,40,1019,188,0,95,0,95,0,95,0,95,0,95,0,95,0,95,238,123,129,103,47,61,47,71,0,95,15,24,0,95,504,149,72,64,63,51,72,88,30,37,236,135,31,34,277,131,95,82,25,39,18,30,19,30,110,73,10,17
2011,600884,Alhambra,6037480500,Census Tract 4805,911,141,53,42,90,64,117,63,98,65,73,42,93,82,102,84,53,52,193,88,39,38,911,141,52,46,0,95,0,95,9,15,0,95,43,43,0,95,228,102,73,65,60,47,0,95,22,36,73,55,0,95,547,153,174,80,38,46,64,44,71,74,161,87,39,38,84,72,13,21,0,95,0,95,0,95,71,78,0,95
2011,600884,Alhambra,6037480704,Census Tract 4807.04,1227,120,32,27,141,94,233,72,221,94,106,81,44,34,27,25,173,74,183,85,67,52,1227,120,34,29,0,95,0,95,10,15,0,95,24,22,0,95,250,85,114,78,36,31,6,12,10,16,66,46,18,21,857,143,292,92,174,89,80,80,34,30,228,90,49,46,86,44,0,95,11,18,10,16,0,95,65,38,0,95
2011,600884,Alhambra,6037480802,Census Tract 4808.02,442,98,55,60,81,63,42,51,51,42,22,25,9,13,41,48,48,49,74,58,19,22,442,98,0,95,0,95,0,95,0,95,0,95,0,95,0,95,104,80,53,60,0,95,22,25,0,95,29,45,0,95,268,93,125,79,41,39,0,95,9,13,82,59,11,18,70,56,0,95,10,16,0,95,0,95,52,50,8,12
2011,600884,Alhambra,6037480803,Census Tract 4808.03,338,102,0,95,49,50,57,58,58,39,41,43,12,19,11,18,42,40,40,32,28,44,338,102,10,17,0,95,0,95,0,95,0,95,10,17,0,95,75,52,46,51,0,95,0,95,0,95,29,25,0,95,237,92,60,55,58,39,41,43,12,19,38,40,28,44,16,19,0,95,0,95,0,95,0,95,16,19,0,95
2011,600884,Alhambra,6037480804,Census Tract 4808.04,1394,130,84,68,89,42,243,93,129,62,140,64,133,88,41,41,134,74,335,127,66,56,1394,130,85,64,0,95,0,95,0,95,0,95,54,54,31,39,354,119,76,64,54,49,45,62,8,13,146,84,25,39,842,144,340,100,63,42,80,54,119,85,240,95,0,95,113,47,0,95,12,18,15,19,6,9,70,39,10,16
