YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M,B25072_001E,B25072_001M,B25072_002E,B25072_002M,B25072_003E,B25072_003M,B25072_004E,B25072_004M,B25072_005E,B25072_005M,B25072_006E,B25072_006M,B25072_007E,B25072_007M,B25072_008E,B25072_008M,B25072_009E,B25072_009M,B25072_010E,B25072_010M,B25072_011E,B25072_011M,B25072_012E,B25072_012M,B25072_013E,B25072_013M,B25072_014E,B25072_014M,B25072_015E,B25072_015M,B25072_016E,B25072_016M,B25072_017E,B25072_017M,B25072_018E,B25072_018M,B25072_019E,B25072_019M,B25072_020E,B25072_020M,B25072_021E,B25072_021M,B25072_022E,B25072_022M,B25072_023E,B25072_023M,B25072_024E,B25072_024M,B25072_025E,B25072_025M,B25072_026E,B25072_026M,B25072_027E,B25072_027M,B25072_028E,B25072_028M,B25072_029E,B25072_029M,TotalRentBurden,RentBurden_15to24,RentBurden_25to34,RentBurden_35to64,RentBurden_65+,TotalSevereRentBurden,RentBurden_15to24_str,RentBurden_25to34_str,RentBurden_35to64_str,RentBurden_65+_str,dummy
2023,6037431100,Census Tract 4311,South Monrovia Island,Los Angeles County,California,SouthMonroviaIsland,1354,178,86,54,22,27,211,106,127,79,107,82,252,139,85,85,73,62,391,142,0,19,1354,178,23,28,10,18,0,19,0,19,0,19,13,22,0,19,439,132,107,79,13,21,62,68,129,100,128,93,0,19,746,186,188,100,75,71,43,63,123,107,317,128,0,19,146,74,14,23,39,43,2,3,0,19,91,61,0,19,59.16,56.52,58.54,58.98,62.33,28.88,56.52%,58.54%,58.98%,62.33%,1
2023,6037431200,Census Tract 4312,South Monrovia Island,Los Angeles County,California,SouthMonroviaIsland,507,178,0,19,147,122,49,43,89,77,65,61,54,49,27,43,0,19,67,52,9,14,507,178,0,19,0,19,0,19,0,19,0,19,0,19,0,19,73,53,16,18,0,19,0,19,17,27,40,45,0,19,434,178,180,125,89,77,65,61,37,42,54,50,9,14,0,19,0,19,0,19,0,19,0,19,0,19,0,19,29.19,,78.08,20.97,,13.21,Not Available,78.08%,20.97%,Not Available,1
2014,6037431100,Census Tract 4311,South Monrovia Island,Los Angeles County,California,SouthMonroviaIsland,1165,162,90,66,63,59,136,93,99,58,194,92,123,78,79,56,85,63,279,101,17,20,1165,162,77,72,30,48,0,17,39,51,0,17,8,14,0,17,396,153,132,96,45,32,61,72,33,59,125,84,0,17,510,141,105,67,54,46,84,71,64,52,195,88,8,15,182,81,22,25,0,17,10,15,26,41,115,72,9,14,48.58,10.39,39.9,50.78,77.47,23.95,10.39%,39.9%,50.78%,77.47%,1
2014,6037431200,Census Tract 4312,South Monrovia Island,Los Angeles County,California,SouthMonroviaIsland,439,106,44,48,21,31,35,44,20,24,16,17,73,61,7,12,47,42,159,79,17,26,439,106,21,34,0,17,0,17,0,17,0,17,21,34,0,17,43,41,0,17,0,17,0,17,9,15,17,27,17,26,351,109,100,70,16,21,16,17,64,60,155,79,0,17,24,23,0,17,4,9,0,17,0,17,20,21,0,17,65.15,100.0,60.47,62.39,83.33,36.22,100.0%,60.47%,62.39%,83.33%,1
2022,6037431100,Census Tract 4311,South Monrovia Island,Los Angeles County,California,SouthMonroviaIsland,1303,178,70,61,34,35,312,88,150,101,46,45,212,135,78,70,60,58,341,124,0,19,1303,178,44,48,11,19,0,19,0,19,0,19,33,44,0,19,340,141,123,99,12,20,20,23,110,84,75,64,0,19,736,158,255,83,102,92,24,38,102,99,253,100,0,19,183,91,27,34,36,49,2,3,0,19,118,72,0,19,53.03,75.0,54.41,48.23,64.48,26.17,75.0%,54.41%,48.23%,64.48%,1
2022,6037431200,Census Tract 4312,South Monrovia Island,Los Angeles County,California,SouthMonroviaIsland,549,169,0,19,144,121,57,49,57,52,49,46,56,51,29,45,24,32,84,55,49,56,549,169,0,19,0,19,0,19,0,19,0,19,0,19,0,19,52,47,22,33,0,19,0,19,15,23,15,24,0,19,490,164,179,120,57,52,49,46,41,46,115,67,49,56,7,12,0,19,0,19,0,19,0,19,7,12,0,19,35.15,,57.69,31.84,100.0,15.3,Not Available,57.69%,31.84%,100.0%,1
2017,6037431100,Census Tract 4311,South Monrovia Island,Los Angeles County,California,SouthMonroviaIsland,1315,185,94,83,150,98,87,56,262,111,152,119,130,76,112,84,115,74,184,93,29,40,1315,185,38,46,10,17,0,17,0,17,21,34,7,12,0,17,316,134,131,113,32,31,47,81,0,17,106,84,0,17,795,210,167,89,207,108,105,87,109,80,184,106,23,35,166,80,23,30,23,35,0,17,0,17,114,72,6,15,41.14,73.68,33.54,36.86,68.67,13.99,73.68%,33.54%,36.86%,68.67%,1
2017,6037431200,Census Tract 4312,South Monrovia Island,Los Angeles County,California,SouthMonroviaIsland,530,124,69,59,21,30,0,17,58,41,35,33,67,56,18,29,69,58,154,80,39,37,530,124,56,49,21,30,0,17,0,17,0,17,21,34,14,22,95,61,0,17,0,17,18,27,0,17,77,55,0,17,318,95,69,59,39,36,17,19,67,56,109,65,17,27,61,34,0,17,19,19,0,17,0,17,34,24,8,13,58.11,37.5,81.05,55.35,55.74,29.06,37.5%,81.05%,55.35%,55.74%,1
2019,6037431100,Census Tract 4311,South Monrovia Island,Los Angeles County,California,SouthMonroviaIsland,1329,180,20,34,116,87,191,113,256,123,77,46,96,64,127,93,122,81,293,122,31,40,1329,180,66,66,10,17,0,17,0,17,20,32,36,53,0,17,203,123,100,90,0,17,9,15,0,17,94,80,0,17,886,173,165,107,234,116,68,45,76,59,320,131,23,37,174,94,52,45,22,35,0,17,0,17,92,74,8,15,48.01,84.85,46.31,44.7,52.87,22.05,84.85%,46.31%,44.7%,52.87%,1
2019,6037431200,Census Tract 4312,South Monrovia Island,Los Angeles County,California,SouthMonroviaIsland,517,107,15,24,44,48,16,26,43,42,65,52,46,45,19,30,70,47,122,63,77,55,517,107,30,34,12,22,0,17,0,17,0,17,0,17,18,26,133,72,16,26,0,17,18,28,17,30,82,61,0,17,306,95,47,43,31,36,47,45,29,33,101,58,51,48,48,37,0,17,12,20,0,17,0,17,28,27,8,12,49.71,0.0,74.44,42.48,58.33,23.6,0.0%,74.44%,42.48%,58.33%,1
